Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Cable V-bar push-down,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,9.1,Average
Reverse Grip Triceps Pushdown,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",Strength,Triceps,Cable,Intermediate,9.0,Average
Kneeling cable triceps extension,The kneeling cable triceps extension is a single-joint exercise meant to isolate the triceps muscles using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or arm workouts.,Strength,Triceps,Cable,Intermediate,9.0,Average
Single-arm cable triceps extension,"The single-arm cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.9,Average
Dip Machine,"The dip machine is a machine exercise that mimics a triceps dip, a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Cable,Intermediate,8.8,Average
Triceps Pushdown,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.6,Average
Low cable overhead triceps extension,"The low cable overhead triceps extension is a single-joint isolation exercise for building the triceps. It involves lying on a bench and then driving the rope handle to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.6,Average
Lying cable triceps extension,The lying cable triceps extension is an isolation exercise performed lying on either a bench or the floor. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.,Strength,Triceps,Cable,Intermediate,8.6,Average
Low Cable Triceps Extension,,Strength,Triceps,Cable,Beginner,8.2,Average
Cable overhead triceps extension,"The cable overhead triceps extension is a cable exercise performed in a seated position, targeting the triceps muscles. While it hits all three heads of the triceps, the overhead position helps to target the long head in particular. The seated position helps eliminate the use of momentum. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Strength,Triceps,Cable,Intermediate,8.1,Average
Single-arm low cable triceps extension,"The single-arm low cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.0,Average
Incline cable straight-bar triceps extension,"The incline cable straight-bar triceps extension is a single-joint arm exercise performed on an incline bench. This incline position offers a great stretch and range of motion, potentially targeting the long head of the triceps more than some other triceps exercises. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Strength,Triceps,Cable,Intermediate,7.1,Average
Machine Triceps Extension,The machine triceps extension is an isolation exercise targeting the tricep muscles.,Strength,Triceps,Machine,Intermediate,7.4,Average
Triceps dip,"The triceps dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Body Only,Intermediate,9.4,Average
Weighted bench dip,The weighted bench dip is a highly effective exercise for building the triceps. The resistance comes from a combination of body weight and added weight—usually a weight plate.,Strength,Triceps,Body Only,Intermediate,9.1,Average
Push-Ups - Close Triceps Position,"The close push-up is an upper-body exercise that targets the chest, triceps, and shoulders. The close hand position places more emphasis on the triceps.",Strength,Triceps,Body Only,Intermediate,9.0,Average
Parallel Bar Dip,"The triceps dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Body Only,Intermediate,8.8,Average
Ring dip,"The ring dip is an upper-body strength exercise performed on gymnastic rings. It targets the muscles of the chest, triceps, and shoulders, but is also quite taxing to the core. It is generally considered to be more difficult than dips performed on parallel bars. It is common in gymnastics training and CrossFit workouts, but is also a simple way to make dips more challenging for any strength athlete.",Strength,Triceps,Body Only,Intermediate,8.8,Average
Feet-elevated bench dip,"The feet-elevated bench dip is a popular bodyweight exercise for building the triceps, chest, and shoulders. Elevating the feet brings more chest and shoulder into the movement, but also allows for extra weight on the hips. If these bother your shoulders, try performing them between two benches or chairs rather than on a single bench.",Strength,Triceps,Body Only,Intermediate,8.7,Average
Bodyweight triceps press,The bodyweight triceps press is an arm movement that involves performing overhead presses in a face-down position on a Smith machine or other raised bar. It is a surprisingly difficult movement that hammers all three heads of the triceps and the difficulty can easily be scaled up or down by moving the bar.,Strength,Triceps,Body Only,Intermediate,8.2,Average
Standing Towel Triceps Extension,,Strength,Triceps,Body Only,Beginner,6.5,Average
Tricep Side Stretch,,Stretching,Triceps,Body Only,Intermediate,5.5,Average
Triceps Stretch,,Stretching,Triceps,Body Only,Intermediate,4.8,Average
Overhead Triceps,,Stretching,Triceps,Body Only,Beginner,3.3,Average
Straight-arm plank with kick-back,"The straight-arm plank with kick-back is a hybrid movement that trains the abdominal and triceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing an additional cardiovascular challenge.",Strength,Triceps,Body Only,Intermediate,0.0,Average
